PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3561282000,2209 E KENILWORTH PL,,3,3060,Tudor,Stucco,2,1909,3518,1,6,3,0,3310,2011-01,405000
Residential,2610752000,3401 N 93RD ST,,5,2100,Cape Cod,Brick,1,1947,2014,1,5,2,0,6000,2011-01,170900
Residential,3031417000,2970 N 82ND ST,,5,2080,Cape Cod,Brick,1,1947,1503,1,3,1,0,6400,2011-01,162000
Residential,2631088000,3526 N 80TH ST,,5,2040,Cape Cod,Brick,1,1953,1322,1,4,2,0,5632,2011-01,155000
Residential,2930213000,3369 N 85TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,1171,1,4,1,0,5760,2011-01,150000
Residential,2920488000,3129 N 78TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,1156,1,3,2,0,5504,2011-01,118900
Residential,2930491000,3329 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1092,1,4,1,0,4800,2011-01,124000
Residential,2930611000,3401 N 90TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1074,1,3,1,0,5000,2011-01,113500
Residential,2611376000,3716 N 94TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1039,1,3,1,1,5355,2011-01,119750
Residential,2930044000,3222 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,1022,1,3,1,1,4800,2011-01,115000
Residential,2930475000,3350 N 92ND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1016,1,3,1,1,4960,2011-01,97500
Residential,3020124000,2961 N 89TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1,1950,948,1,3,1,0,5000,2011-01,135000
Residential,2241126000,8320 W CONGRESS ST,,5,1470,Duplex N/S,Brick,2,1957,2584,2,6,2,0,5520,2011-01,135000
Residential,1160178000,9546 W CIRCLE CT,,5,440,Ranch,Aluminum / Vinyl,1,1962,1420,1,3,1,1,14528,2011-01,157500
Residential,2240619000,7817 W ARDEN PL,,5,1470,Ranch,Frame,1,1955,1064,1,3,1,0,7524,2011-01,115000
Residential,2930120000,3244 N 87TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1950,912,1,3,1,0,5000,2011-01,110000
Residential,2240152000,4632 N HOUSTON AV,,5,1470,Split Level,Aluminum / Vinyl,1,1957,1487,1,3,2,0,6837,2011-01,90000
Residential,3140989100,2920 N BUFFUM ST,,6,2930,Dplx Bungalow,Brick,2,1922,2714,2,6,2,0,8040,2011-01,50000
Residential,2819995000,3259 N BUFFUM ST,,6,2900,Duplex O/S,Aluminum / Vinyl,1.5,1915,1809,2,4,2,0,3690,2011-01,20000
Residential,2841223000,3422 N TEUTONIA AV,,6,2850,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,955,1,2,1,0,2244,2011-01,35000
Residential,2490466000,5327 W LEON TR,,7,1560,Cape Cod,Aluminum / Vinyl,1,1950,1200,1,3,1,0,4800,2011-01,85000
Residential,2470612000,4105 N ELMHURST RD,,7,1680,Duplex O/S,Aluminum / Vinyl,1.5,1941,1824,2,3,2,0,4880,2011-01,72000
Residential,4340241000,1101 S 20TH ST,,8,4050,Dplx Bungalow,Frame,2,1923,2425,2,4,2,0,4900,2011-01,80000
Residential,4580517000,1754 S 28TH ST,,8,4060,Dplx Bungalow,Aluminum / Vinyl,1.5,1922,1702,2,3,2,0,5850,2011-01,108000
Residential,4940069000,2572 S 29TH ST,,8,4000,Duplex O/S,Aluminum / Vinyl,1.5,1910,1722,2,3,2,0,3600,2011-01,79000
Residential,4940592000,3419 W ARTHUR AV,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,952,1,3,1,0,3600,2011-01,75000
Residential,4351024000,1034 S 34TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1,1900,1320,1,4,2,0,3959,2011-01,87000
Residential,1180185000,6962 N 78TH CT,,9,480,Ranch,Aluminum / Vinyl,1,1977,1219,1,3,1,1,8543,2011-01,79100
Residential,4070659000,144 N 79TH ST,,10,2720,Cape Cod,Brick,1,1945,1098,1,3,2,0,4320,2011-01,152050
Residential,3461194000,1805 N 57TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1926,2256,2,4,2,0,4760,2011-01,130000
Residential,3061104000,2761 N 55TH ST,,10,1860,Milwaukee Bungalow,Brick,1.5,1927,1949,1,4,1,1,4680,2011-01,96500
Residential,3301211000,2641 N 60TH ST,,10,2540,Milwaukee Bungalow,Brick,1,1927,1856,1,4,2,1,4800,2011-01,170000
Residential,3680612000,1365 N 59TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1617,1,5,1,0,4522,2011-01,148300
Residential,3670818000,1536 N 49TH ST,,10,2600,Milwaukee Bungalow,Stucco,1,1915,1565,1,3,2,0,4200,2011-01,179900
Residential,3060518000,2966 N 55TH ST,,10,1860,Milwaukee Bungalow,Brick,1,1927,1272,1,2,1,0,4640,2011-01,100000
Residential,5120562000,2772 S 49TH ST,,11,4320,Cape Cod,Stone,1,1947,1356,1,3,2,0,4920,2011-01,174000
Residential,4909840000,6729 W WICK PL,,11,4240,Cape Cod,Aluminum / Vinyl,1,1952,1347,1,4,1,0,5200,2011-01,140000
Residential,5110427000,3026 S 41ST ST,,11,4320,Cape Cod,Stone,1,1954,1310,1,3,1,0,5412,2011-01,152000
Residential,5309980100,3451 S 57TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1953,1106,1,3,1,1,5400,2011-01,110000
Residential,5590365000,3616 S 81ST ST,,11,4340,Colonial,Aluminum / Vinyl,2,1955,1521,1,5,2,0,6700,2011-01,168000
Residential,5120901000,2801 S 45TH ST,,11,4320,Duplex N/S,Brick,2,1944,1564,2,4,2,0,5120,2011-01,138000
Residential,5580402000,3715 S 68TH ST,,11,4330,Ranch,Frame,1,1956,1363,1,3,1,0,7750,2011-01,83000
Residential,5580136000,3657 S SUNSET DR,,11,4330,Ranch,Brick,1,1960,1286,1,3,1,0,7772,2011-01,120000
Residential,5320073000,3345 S PRINCETON AV,,11,4410,Ranch,Brick,1,1952,1269,1,3,1,0,6400,2011-01,132000
Residential,5580568000,3645 S MASSACHUSETTS AV,,11,4330,Ranch,Prem Wood,1,1958,1252,1,3,1,1,7480,2011-01,155000
Residential,5260914000,3432 S 87TH ST,,11,4340,Ranch,Brick,1,1960,1138,1,3,1,0,8235,2011-01,156000
Residential,5151130000,7112 W BENNETT AV,,11,4240,Ranch,Brick,1,1954,1104,1,3,1,1,8520,2011-01,119500
Residential,4331989000,1006 S 20TH ST,,12,4050,Cottage,Aluminum / Vinyl,1,1870,452,1,1,1,0,3750,2011-01,35000
Residential,5959985200,144 W MARTIN LA,,13,4740,Residence O/S,Stucco,1,1930,1487,1,3,2,0,9900,2011-01,155000
Residential,5970620000,1310 W ARMOUR AV,,13,4800,Triplex,Brick,2,1964,2736,3,5,3,1,7516,2011-01,150000
Residential,5380082000,3432 S ADAMS AV,,14,4580,Cape Cod,Aluminum / Vinyl,1,1953,1166,1,4,1,0,5400,2011-01,128515
Residential,4991987000,827 E HOMER ST,,14,4910,Dplx Bungalow,Brick,1.5,1926,2250,2,5,2,0,3150,2011-01,159000
Residential,5361240000,3225 S 9TH ST,,14,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1926,1929,2,4,2,0,5490,2011-01,109900
Residential,4990731000,428 E DOVER ST,,14,4910,Duplex O/S,Aluminum / Vinyl,2,1891,2424,2,6,2,0,3600,2011-01,90000
Residential,5070829000,3041 S 9TH ST,,14,4180,Duplex O/S,Aluminum / Vinyl,2,1921,2406,2,5,2,0,3660,2011-01,89000
Residential,5381239000,3114-A S AUSTIN ST,,14,4580,Duplex O/S,Aluminum / Vinyl,2,1900,1620,2,4,2,0,4500,2011-01,155000
Residential,4661414000,526 E LINCOLN AV,,14,4510,Residence O/S,Frame,2,1897,1916,1,3,2,0,3450,2011-01,180000
Residential,3471113000,2100 N 49TH ST,,15,2540,Dplx Bungalow,Aluminum / Vinyl,2,1922,2801,2,4,2,0,4280,2011-01,67000
Residential,3870728000,929 N 35TH ST,,15,2180,Dplx Bungalow,Aluminum / Vinyl,1.5,1924,1826,2,5,2,0,7106,2011-01,100000
Residential,1710420000,5755 N 40TH ST,,1,900,Cape Cod,Stone,1,1951,1198,1,3,1,0,5400,2011-02,62500
Residential,1710438000,5754 N 41ST ST,,1,900,Residence O/S,Aluminum / Vinyl,1,1925,1016,1,3,1,1,5400,2011-02,23000
Residential,2251198000,4236 N 71ST ST,,2,1480,Cape Cod,Frame,1.5,1951,1673,1,4,2,0,7260,2011-02,131900
Residential,2260633000,4606 N 68TH ST,,2,1490,Cape Cod,Aluminum / Vinyl,1,1956,853,1,2,1,0,4800,2011-02,47750
Residential,2110318000,5112 N 68TH ST,,2,1380,Duplex N/S,Masonry / Frame,2,1958,2276,2,5,2,0,5040,2011-02,113500
Residential,2250684000,4723 N 68TH ST,,2,1490,Duplex N/S,Masonry / Frame,1.5,1958,1900,2,5,2,1,4800,2011-02,80000
Residential,2800608000,3480 N HUMBOLDT BL,,3,3320,Ranch,Brick,1,1953,1028,1,2,2,0,4720,2011-02,159000
Residential,3160448000,2915 N PROSPECT AV,,3,3160,Residence O/S,Frame,2,1901,2496,1,5,2,0,4840,2011-02,300420
Residential,2940311000,3128 N 94TH ST,,5,2120,Cape Cod,Brick,1,1953,1598,1,3,2,0,6120,2011-02,152500
Residential,2630486000,3857 N 79TH ST,,5,2040,Cape Cod,Brick,1,1956,1517,1,4,1,1,4800,2011-02,121500
Residential,3031033000,2862 N 84TH ST,,5,2080,Cape Cod,Stone,1,1947,1479,1,3,1,0,4879,2011-02,143000
Residential,3020035000,3034 N 91ST ST,,5,2080,Cape Cod,Frame,1,1948,1118,1,4,1,1,5000,2011-02,118000
Residential,2620051000,3821 N 85TH ST,,5,2040,Ranch,Brick,1,1955,1256,1,3,1,0,9280,2011-02,135000
Residential,2540001000,4136 N 100TH ST,,5,1460,Ranch,Brick,1,1956,1207,1,3,1,1,5512,2011-02,132000
Residential,2240921000,8313 W POTOMAC AV,,5,1470,Ranch,Brick,1,1963,1043,1,3,2,0,4914,2011-02,90000
Residential,2179992000,5038 N LOVERS LANE RD,,5,1040,Ranch,Brick,1,1955,1025,1,3,1,0,15982,2011-02,98500
Residential,3020394000,3029 N 87TH ST,,5,2080,Ranch,Brick,1,1950,1009,1,3,1,0,4800,2011-02,128000
Residential,1490195000,10717 W FLORIST AV,,5,780,Townhouse,Aluminum / Vinyl,2,1976,2451,2,6,2,2,7164,2011-02,130000
Residential,1490279000,11030 W FLORIST AV,,5,780,Townhouse,Aluminum / Vinyl,2,1978,2451,2,6,2,2,7245,2011-02,130000
Residential,2270587000,4479 N 56TH ST,,7,1560,Cape Cod,Aluminum / Vinyl,1.5,1941,1483,1,4,1,0,4800,2011-02,65500
Residential,3071173000,2874 N 46TH ST,,7,2510,Milwaukee Bungalow,Brick,1,1926,1651,1,4,2,1,5000,2011-02,69900
Residential,4580719000,3122 W MITCHELL ST,,8,4060,Residence O/S,Aluminum / Vinyl,2,1914,1722,1,3,1,1,5355,2011-02,100000
Residential,4940185000,2603 S 29TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1,1922,1582,1,4,2,1,3600,2011-02,105000
Residential,1730083000,5667 N 57TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1,1953,990,1,4,1,0,7276,2011-02,79000
Residential,790223000,9716 W FOUNTAIN AV,,9,240,Colonial,Aluminum / Vinyl,2,2010,2571,1,4,2,1,10018,2011-02,219000
Residential,3050819000,6428 W MOLTKE AV,,10,1870,Colonial,Aluminum / Vinyl,1.5,1923,1260,1,3,2,0,3840,2011-02,94900
Residential,3301239000,2535-A N 60TH ST,,10,2540,Dplx Bungalow,Brick,1.5,1928,1995,2,3,2,0,4800,2011-02,130000
Residential,4200806000,511 S 63RD ST,,10,2710,Duplex O/S,Aluminum / Vinyl,1.5,1923,1468,2,5,2,0,3810,2011-02,90000
Residential,5269954000,3455 S 86TH ST,,11,4340,Cape Cod,Aluminum / Vinyl,1,1951,1266,1,3,1,1,12864,2011-02,140000
Residential,5250205100,3161 S 99TH ST,,11,4350,Cape Cod,Brick,1,1947,1230,1,4,1,1,7840,2011-02,115000
Residential,5600536000,3528 S 87TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1,1940,896,1,3,2,0,8576,2011-02,118200
Residential,5580847000,7134 W TRIPOLI AV,,11,4330,Ranch,Brick,1,1959,1335,1,3,1,1,7552,2011-02,141500
Residential,5570801000,3830 S 67TH ST,,11,4420,Ranch,Brick,1,1962,1297,1,3,1,1,8640,2011-02,172000
Residential,5250309100,9700 W EUCLID AV,,11,4350,Ranch,Aluminum / Vinyl,1,1960,1222,1,3,1,0,5280,2011-02,112500
Residential,5290321000,3137 S 66TH ST,,11,4380,Ranch,Aluminum / Vinyl,1,1954,1000,1,3,1,0,7070,2011-02,120000
Residential,5250537000,3308 S 99TH CT,,11,4350,Ranch,Brick,1,1959,983,1,3,2,0,6042,2011-02,142000
Residential,5730872000,5116 W PLAINFIELD AV,,11,4420,Ranch,Aluminum / Vinyl,1,1960,931,1,3,1,0,6650,2011-02,121000
Residential,4680818000,2253 S 10TH PL,,12,4120,Cottage,Aluminum / Vinyl,1,1903,942,1,3,1,0,1800,2011-02,58500
Residential,5829965000,4248 S PINE AV,,13,4700,Cape Cod,Block,1.5,1940,913,1,2,2,0,5590,2011-02,143000
Residential,5800933100,3909 S 1ST PL,,13,4700,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1482,1,4,2,1,7200,2011-02,197000
Residential,5971010000,4600 S 14TH ST,,13,4800,Ranch,Brick,1,1960,1218,1,3,1,1,7200,2011-02,131900
Residential,6239987000,4766 S 21ST ST,,13,4660,Ranch,Brick,1,1959,988,1,3,2,0,6450,2011-02,130000
Residential,5470524000,1239 E CRAWFORD AV,,14,4620,Cape Cod,Aluminum / Vinyl,1,1947,1035,1,3,1,0,5625,2011-02,126000
Residential,5010414000,2535 S WENTWORTH AV,,14,4540,Colonial,Fiber-Cement,2,2006,2040,1,3,2,1,7950,2011-02,325000
Residential,4990108000,203 E DEER PL,,14,4910,Colonial,Aluminum / Vinyl,2,1937,1144,1,2,1,0,3605,2011-02,82400
Residential,5470160000,3652 S PINE AV,,14,4620,Colonial,Aluminum / Vinyl,2,1945,990,1,2,1,0,4464,2011-02,111500
Residential,5040828000,2978 S LOGAN AV,,14,4500,Dplx Bungalow,Aluminum / Vinyl,2,1916,2882,2,6,2,1,4515,2011-02,279000
Residential,5360634000,3426 S 10TH ST,,14,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1689,1,4,2,1,4636,2011-02,102500
Residential,5070122000,2848 S 7TH ST,,14,4180,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,992,1,3,1,0,3600,2011-02,51000
Residential,3280702000,2573 N 46TH ST,,15,2520,Milwaukee Bungalow,Aluminum / Vinyl,1,1920,1681,1,4,2,0,4674,2011-02,72000
Residential,3280032000,2433 N 48TH ST,,15,2520,Tudor,Brick,1.5,1927,2539,1,5,2,0,6000,2011-02,105000
Residential,2451317000,4285 N 26TH ST,,1,1500,Milwaukee Bungalow,Frame,1,1928,1624,1,4,1,0,5160,2011-03,44500
Residential,1960181000,5455 N MILWAUKEE RIVER PK,,1,1220,Ranch,Stone,1,1955,1482,1,2,1,1,9396,2011-03,130800
Residential,1020120000,3819 W HEMLOCK ST,,1,380,Ranch,Brick,1,1958,1469,1,4,1,1,13104,2011-03,129900
Residential,1230210000,3828 W ROCHELLE AV,,1,600,Ranch,Aluminum / Vinyl,1,1960,988,1,3,1,1,6450,2011-03,99000
Residential,2320440000,4219 N 13TH ST,,1,1620,Residence O/S,Aluminum / Vinyl,1,1924,1170,1,3,1,1,5715,2011-03,31725
Residential,2250699000,4687 N 68TH ST,,2,1490,Duplex N/S,Brick,2,1957,2452,2,7,2,3,5040,2011-03,125000
Residential,1740756100,5738-A N 65TH ST,,2,960,Duplex N/S,Aluminum / Vinyl,2,1973,2340,2,6,2,2,5000,2011-03,40000
Residential,1740756200,5744-A N 65TH ST,,2,960,Duplex N/S,Aluminum / Vinyl,2,1973,2340,2,6,2,2,5000,2011-03,30000
Residential,1740756300,5750-A N 65TH ST,,2,960,Duplex N/S,Aluminum / Vinyl,2,1973,2340,2,6,2,2,5000,2011-03,40000
Residential,1740605000,5830 N 65TH ST,,2,960,Duplex N/S,Frame,2,1954,1536,2,4,2,0,5000,2011-03,19500
Residential,2250292000,4304 N 74TH ST,,2,1480,Ranch,Stone,1,1952,1424,1,2,1,1,11475,2011-03,99000
Residential,2111004000,4848 N 63RD ST,,2,1140,Ranch,Aluminum / Vinyl,1,1954,972,1,2,1,0,6976,2011-03,40000
Residential,1870063000,7823 W CALDWELL CT,,2,1400,Split Level,Aluminum / Vinyl,1,1955,1414,1,3,1,1,7164,2011-03,79900
Residential,3180041000,2803 E BRADFORD AV,,3,3060,Colonial,Aluminum / Vinyl,2,1899,3304,1,5,3,1,5800,2011-03,668000
Residential,3210746000,2655 N BREMEN ST,,3,2890,Cottage,Aluminum / Vinyl,1,1887,1050,1,3,1,0,3600,2011-03,105500
Residential,3540796000,1709 N ASTOR ST,,3,3240,Duplex-Cottage,Aluminum / Vinyl,2,1900,1520,2,4,2,0,2500,2011-03,142000
Residential,3161002000,2025 E NEWBERRY BL,,3,3160,Residence O/S,Stucco,2,1913,1545,1,3,1,1,3360,2011-03,205000
Residential,2811079000,2961 N BREMEN ST,,3,2880,Residence O/S,Aluminum / Vinyl,1,1893,1147,1,3,1,0,3600,2011-03,130000
Residential,3030353000,2926 N 80TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1,1942,1546,1,4,1,1,5376,2011-03,155000
Residential,2930754000,3329 N 89TH ST,,5,2100,Cape Cod,Brick,1,1950,1355,1,3,1,0,5625,2011-03,97000
Residential,2930425000,3500 N 92ND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1296,1,3,1,2,5000,2011-03,122000
Residential,2240928000,4660 N 84TH ST,,5,1470,Cape Cod,Aluminum / Vinyl,1,1949,1119,1,3,2,0,4800,2011-03,88000
Residential,3030149100,7802 W CENTER ST,,5,2080,Cape Cod,Aluminum / Vinyl,1,1946,1068,1,3,1,0,5400,2011-03,55000
Residential,3031172000,2768 N 81ST ST,,5,2080,Colonial,Masonry / Frame,2,2010,1441,1,3,2,0,5760,2011-03,178900
Residential,2611045000,3801 N 99TH ST,,5,2100,Colonial,Aluminum / Vinyl,2,1953,1422,1,3,1,1,4840,2011-03,142900
Residential,3030974000,2866 N 82ND ST,,5,2080,Colonial,Masonry / Frame,2,1946,1174,1,3,1,0,5120,2011-03,137000
Residential,2520523000,7826 W FIEBRANTZ AV,,5,1470,Ranch,Aluminum / Vinyl,1,1957,1252,1,3,1,0,6372,2011-03,110000
Residential,2630514000,3822 N 79TH ST,,5,2040,Ranch,Brick,1,1957,1238,1,3,2,1,4800,2011-03,101000
Residential,2520261000,7800 W HOPE AV,,5,1470,Ranch,Brick,1,1956,979,1,2,1,0,6272,2011-03,130000
Residential,2160035000,4972 N 105TH ST,,5,1040,Residence O/S,Aluminum / Vinyl,1,1928,852,1,3,1,1,7930,2011-03,129900
Residential,2750014000,1216 E VIENNA AV,,6,3320,Colonial,Aluminum / Vinyl,2,1927,1321,1,3,1,0,6300,2011-03,215000
Residential,3211185000,613 E MEINECKE AV,,6,2810,Duplex O/S,Aluminum / Vinyl,1.5,1891,1827,2,4,2,0,2100,2011-03,70000
Residential,2821815100,3230 N 1ST ST,,6,2900,Residence O/S,Aluminum / Vinyl,1,1903,1378,1,4,1,1,3800,2011-03,1250
Residential,3111391000,2928 N 17TH ST,,6,2950,Residence O/S,Stucco,1,1924,1028,1,3,1,0,3600,2011-03,8000
Residential,2100080100,4969 N 58TH ST,,7,1140,Cape Cod,Aluminum / Vinyl,1.5,1940,1438,1,5,2,0,7280,2011-03,65000
Residential,3070659000,3007 N 45TH ST,,7,2510,Dplx Bungalow,Brick,2,1927,2902,2,6,2,0,5124,2011-03,30000
Residential,2870553000,3146 N 42ND PL,,7,2500,Dplx Bungalow,Masonry / Frame,2,1930,2626,2,4,2,0,4600,2011-03,33500
Residential,2871351000,3209 N 39TH ST,,7,1780,Duplex N/S,Frame,2,1961,1879,2,4,2,0,3600,2011-03,32000
Residential,2670827000,3601 N 47TH ST,,7,1820,Townhouse,Brick,2,1945,2119,2,4,2,0,5950,2011-03,100000
Residential,4589972000,3413 W LAPHAM ST,,8,4060,Dplx Bungalow,Aluminum / Vinyl,1.5,1920,1933,2,4,2,0,4250,2011-03,100000
Residential,4589896000,1638 S 33RD ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,1598,1,4,1,0,5080,2011-03,86000
Residential,4940526000,3330 W ARTHUR AV,,8,4000,Residence O/S,Aluminum / Vinyl,1,1903,1015,1,4,1,0,3600,2011-03,85000
Residential,790213000,7804 N 99TH ST,,9,240,Colonial,Aluminum / Vinyl,2,2010,1852,1,3,2,1,10692,2011-03,198900
Residential,1170180000,8401 W HELENA ST,,9,480,Colonial,Aluminum / Vinyl,2,1968,1636,1,4,1,1,10530,2011-03,168000
Residential,1399933110,6776 N 60TH ST,,9,560,Duplex O/S,Aluminum / Vinyl,1.5,1936,1574,2,2,2,0,7740,2011-03,81800
Residential,740271000,8212 N 111TH ST,,9,240,Ranch,Aluminum / Vinyl,1,2001,1940,1,3,2,0,18502,2011-03,259900
Residential,1430455000,6416 N 84TH ST,,9,480,Ranch,Frame,1,1957,1009,1,3,1,0,7200,2011-03,106000
Residential,4060506000,7145 W BLUE MOUND RD,,10,2720,Cape Cod,Aluminum / Vinyl,1.5,1948,1238,1,3,2,0,4370,2011-03,130000
Residential,4030355000,4934 W WOODLAWN CT,,10,2680,Colonial,Aluminum / Vinyl,2,1925,1615,1,3,1,1,2747,2011-03,197500
Residential,3461845000,5435 W GALENA ST,,10,2600,Dplx Bungalow,Aluminum / Vinyl,2,1922,2928,2,6,2,0,4800,2011-03,139000
Residential,3860805000,1149 N 46TH ST,,10,2610,Dplx Bungalow,Aluminum / Vinyl,2,1927,2247,2,4,2,0,4800,2011-03,143500
Residential,4200131000,6609 W FAIRVIEW AV,,10,2700,Duplex N/S,Stucco,2,1952,1670,2,4,2,0,3750,2011-03,100000
Residential,3060547000,2960 N 54TH ST,,10,1860,Duplex O/S,Aluminum / Vinyl,2,1928,2120,2,4,2,0,4640,2011-03,66900
Residential,3290820000,2466 N 59TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,1302,1,4,2,0,4760,2011-03,98900
Residential,4200248000,212 S 67TH ST,,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1,1929,1252,1,2,1,0,3720,2011-03,85000
Residential,3850755000,4803 W WELLS ST,,10,2660,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,961,1,3,1,0,4125,2011-03,139900
Residential,5121225000,2929 S 46TH ST,,11,4320,Cape Cod,Brick,1,1949,1420,1,3,1,0,5000,2011-03,109000
Residential,5300552000,3209 S 54TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1.5,1953,1205,1,3,1,1,5040,2011-03,125000
Residential,5260404000,3422 S 88TH ST,,11,4340,Cape Cod,Aluminum / Vinyl,1,1959,1124,1,3,2,0,6650,2011-03,147500
Residential,5130327000,5404 W ARIZONA ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1942,868,1,3,1,0,7738,2011-03,94000
Residential,5279921120,3201 S 83RD ST,,11,4340,Duplex N/S,Brick,1.5,1962,2201,2,5,2,1,8500,2011-03,145000
Residential,5619903112,3645 S 96TH ST,,11,4340,Ranch,Brick,1,1963,1216,1,3,1,1,8400,2011-03,135000
Residential,5120925000,2839 S 46TH ST,,11,4320,Ranch,Stone,1,1946,1105,1,2,1,0,5000,2011-03,133500
Residential,5130926000,2846 S 58TH ST,,11,4240,Ranch,Brick,1,1955,1013,1,3,1,0,6120,2011-03,107500
Residential,5600210000,3677 S 84TH ST,,11,4340,Ranch,Brick,1,1954,976,1,3,1,0,7440,2011-03,115900
Residential,5700070000,7941 W NORWICH ST,,11,4340,Ranch,Frame,1,1961,935,1,3,1,0,7200,2011-03,107000
Residential,5120026000,3002 S 50TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1950,802,1,3,1,0,5160,2011-03,115000
Residential,5591927000,8030 W TRIPOLI AV,,11,4340,Townhouse,Aluminum / Vinyl,2,1975,2478,2,6,2,3,7080,2011-03,240000
Residential,4601545000,1660 S MUSKEGO AV,,12,4100,Cottage,Aluminum / Vinyl,1,1900,1425,1,4,2,0,3600,2011-03,62000
Residential,4960322000,2410 S 19TH ST,,12,4160,Residence O/S,Frame,1,1909,1098,1,3,1,0,3600,2011-03,50000
Residential,5510147000,3829 S 14TH ST,,13,4520,Cape Cod,Brick,1,1946,1133,1,2,1,0,4920,2011-03,105000
Residential,6241206000,1819 W HOLMES CT,,13,4780,Colonial,Aluminum / Vinyl,2,1973,2515,1,3,2,1,17990,2011-03,265000
Residential,5800201000,123 W WATERFORD AV,,13,4700,Colonial,Aluminum / Vinyl,2,1930,1353,1,3,1,0,4800,2011-03,148000
Residential,6879973210,310 W UNCAS AV,,13,4920,Colonial,Aluminum / Vinyl,2,1969,1228,1,3,1,1,7560,2011-03,138000
Residential,6890283000,1488 W GRANADA ST,,13,4920,Ranch,Frame,1,1962,1000,1,3,2,1,8950,2011-03,115800
Residential,5980129000,4384 S 21ST ST,,13,4660,Ranch,Aluminum / Vinyl,1,1959,919,1,3,2,0,7440,2011-03,145000
Residential,6231053000,5015 S 26TH ST,,13,4660,Townhouse,Masonry / Frame,2,1972,2390,2,6,2,2,7150,2011-03,199900
Residential,5080513000,3049 S 17TH ST,,13,4180,Tudor,Brick,1.5,1932,1846,1,3,1,2,6000,2011-03,160000
Residential,5350674000,3155 S 17TH ST,,13,4520,Tudor,Brick,2,1932,1594,1,3,1,1,4800,2011-03,150000
Residential,5390617000,3272 S PINE AV,,14,4580,Cape Cod,Stone,1,1940,1262,1,2,2,0,4960,2011-03,190000
Residential,5471071100,3778 S PINE AV,,14,4620,Colonial,Aluminum / Vinyl,2,2010,1354,1,3,2,0,3705,2011-03,164500
Residential,5400422000,3126 S MABBETT AV,,14,4600,Dplx Bungalow,Brick,1.5,1925,2112,2,3,2,0,6480,2011-03,206000
Residential,5000293000,2616 S CLEMENT AV,,14,4910,Duplex O/S,Aluminum / Vinyl,2,1898,1848,2,5,2,0,2500,2011-03,99000
Residential,5030958000,2929 S DELAWARE AV,,14,4540,Milwaukee Bungalow,Frame,1.5,1916,1758,1,3,2,0,3510,2011-03,164000
Residential,5020033000,3014 S WENTWORTH AV,,14,4540,Milwaukee Bungalow,Aluminum / Vinyl,1,1930,1542,1,4,1,1,3600,2011-03,234200
Residential,5480876000,3602 S WHITNALL AV,,14,4620,Ranch,Aluminum / Vinyl,1,1945,979,1,3,1,0,5640,2011-03,131500
Residential,5390724000,3130 S HERMAN ST,,14,4580,Residence O/S,Aluminum / Vinyl,1,1906,1641,1,3,2,0,3720,2011-03,158000
Residential,5380211000,3138 S HOWELL AV,,14,4580,Residence O/S,Aluminum / Vinyl,1.5,1916,1632,1,3,2,0,3000,2011-03,153000
Residential,4991938000,827 E CONWAY ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1920,1095,1,2,1,1,3150,2011-03,143000
