PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3160913000,3014 N FREDERICK AV,,3,3160,Dplx Bungalow,Stucco,2,1915,4754,2,7,3,0,6500,2016-08,348000
Residential,2800215000,3129 N DOUSMAN ST,,3,3320,Dplx Bungalow,Frame,1.5,1929,1586,2,4,2,0,3600,2016-08,155200
Residential,3160713000,2856 N FREDERICK AV,,3,3160,Duplex O/S,Aluminum / Vinyl,2,1912,3092,2,8,2,0,5080,2016-08,307500
Residential,3190045000,2630 N FARWELL AV,,3,3170,Duplex O/S,Frame,2,1910,2501,2,4,2,0,3840,2016-08,205000
Residential,3150413000,3020 N BARTLETT AV,,3,3150,Duplex O/S,Frame,1.5,1914,2072,2,3,2,1,4484,2016-08,230500
Residential,3140117000,2832 N PIERCE ST,,3,2890,Duplex O/S,Aluminum / Vinyl,1.5,1891,1669,2,5,2,0,3600,2016-08,105000
Residential,3210215000,2518 N BREMEN ST,,3,2890,Duplex-Cottage,Aluminum / Vinyl,1,1902,2208,2,6,2,0,3600,2016-08,80000
Residential,2780675000,3488 N HACKETT AV,,3,3060,Milwaukee Bungalow,Brick,2,1916,3543,1,4,3,0,6600,2016-08,485000
Residential,2801268000,3336 N CAMBRIDGE AV,,3,3150,Milwaukee Bungalow,Frame,1,1924,1232,1,4,2,0,3600,2016-08,252000
Residential,2780238000,3278 N SUMMIT AV,,3,3060,Residence O/S,Frame,2,1903,3935,1,6,3,1,6000,2016-08,535000
Residential,3180142000,2690 N SUMMIT AV,,3,3060,Residence O/S,Brick,2,1908,3247,1,5,2,1,8700,2016-08,535000
Residential,3160075000,1828 E NEWBERRY BL,,3,3160,Residence O/S,Stucco,2,1911,3052,1,5,3,1,8760,2016-08,360000
Residential,3161401000,2866 N STOWELL AV,,3,3160,Residence O/S,Aluminum / Vinyl,2,1899,2861,1,4,2,1,3782,2016-08,450000
Residential,3170260000,2830 N HACKETT AV,,3,3060,Residence O/S,Frame,2,1902,2236,1,4,3,1,5400,2016-08,464700
Residential,3550150000,2057 N CAMBRIDGE AV,,3,3190,Residence O/S,Frame,2,1897,2086,1,4,1,1,12720,2016-08,249900
Residential,3190041000,2610 N FARWELL AV,,3,3170,Residence O/S,Frame,2,1906,1986,1,4,1,0,3840,2016-08,219000
Residential,2801234000,3334 N NEWHALL ST,,3,3150,Residence O/S,Aluminum / Vinyl,2,1907,1620,1,4,1,1,3600,2016-08,260100
Residential,2801252000,3327 N NEWHALL ST,,3,3150,Residence O/S,Aluminum / Vinyl,2,1900,1597,1,4,1,1,3600,2016-08,195000
Residential,3190507000,2012 E BRADFORD AV,,3,3170,Residence O/S,Aluminum / Vinyl,2,1905,1536,1,3,1,0,2115,2016-08,176900
Residential,3550446000,2204 N NEWHALL ST,,3,3190,Residence O/S,Frame,1.5,1918,1270,1,3,1,1,3600,2016-08,180000
Residential,4012122000,527 N 29TH ST,,4,2160,Colonial,Aluminum / Vinyl,2,2001,2286,1,4,2,1,4825,2016-08,115000
Residential,3891836000,1030 N 26TH ST,,4,3040,Colonial,Aluminum / Vinyl,2,1977,1253,1,4,1,1,6396,2016-08,45000
Residential,4010774000,240 N 34TH ST,,4,2160,Duplex O/S,Aluminum / Vinyl,2,1929,1900,2,2,2,0,2000,2016-08,40000
Residential,3880205000,752 N 32ND ST,,4,2300,Residence O/S,Frame,2,1898,2409,1,6,2,0,2680,2016-08,77000
Residential,3891157000,1123 N 21ST ST,,4,3040,Residence O/S,Aluminum / Vinyl,2,1899,2329,1,3,1,1,4305,2016-08,59100
Residential,3651528000,1233 N 28TH ST,,4,2300,Residence O/S,Masonry / Frame,2,1906,2318,1,4,2,0,5160,2016-08,59000
Residential,3020796000,2757 N 87TH ST,,5,2080,Cape Cod,Brick,1,1950,1832,1,4,2,0,5400,2016-08,175000
Residential,2920199000,3307 N 81ST ST,,5,2100,Cape Cod,Stone,1,1951,1824,1,3,2,0,6468,2016-08,169900
Residential,3020439000,2919 N 84TH ST,,5,2080,Cape Cod,Stone,1,1950,1622,1,4,1,1,5240,2016-08,159900
Residential,3020416000,2908 N 86TH ST,,5,2080,Cape Cod,Brick,1,1951,1588,1,3,2,0,6875,2016-08,222900
Residential,1499963000,6147 N 112TH ST,,5,780,Cape Cod,Masonry / Frame,1.5,1944,1489,1,4,1,1,21780,2016-08,120000
Residential,2920132000,3350 N 83RD ST,,5,2100,Cape Cod,Stone,1,1950,1350,1,3,1,1,6720,2016-08,107000
Residential,2520327000,4020 N 83RD ST,,5,1470,Cape Cod,Aluminum / Vinyl,1,1941,1272,1,3,1,2,7540,2016-08,96000
Residential,2940322000,3157 N 94TH ST,,5,2120,Cape Cod,Aluminum / Vinyl,1,1952,1256,1,3,1,0,6120,2016-08,131500
Residential,3030942000,2850 N 81ST ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1942,1251,1,3,1,1,5120,2016-08,130000
Residential,3030590000,3002 N 80TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1,1942,1199,1,3,3,0,5120,2016-08,135000
Residential,2240676000,4464 N 77TH ST,,5,1470,Cape Cod,Aluminum / Vinyl,1,1958,1188,1,3,2,0,4800,2016-08,89900
Residential,2620101000,3777 N 86TH ST,,5,2040,Cape Cod,Brick,1,1951,1154,1,3,2,0,5456,2016-08,150000
Residential,2920231000,3155 N 82ND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1124,1,3,1,1,6500,2016-08,185000
Residential,3030883000,2856 N 79TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1,1942,1111,1,3,2,1,5120,2016-08,135000
Residential,2930788000,3249 N 89TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,1040,1,3,1,0,5000,2016-08,129500
Residential,2630847000,8133 W KEEFE AV,,5,2040,Cape Cod,Aluminum / Vinyl,1,1952,1028,1,3,1,1,5520,2016-08,115000
Residential,3020179000,2959 N 91ST ST,,5,2080,Cape Cod,Brick,1,1950,961,1,2,1,1,5900,2016-08,139900
Residential,2930888000,3232 N 89TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,752,1,2,1,0,5000,2016-08,109000
Residential,3020668000,2828 N 91ST ST,,5,2120,Colonial,Aluminum / Vinyl,2,1941,1270,1,3,1,1,6250,2016-08,208000
Residential,2611362000,9418 W METCALF PL,,5,2100,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,1175,1,4,1,0,4800,2016-08,149900
Residential,2520324110,4046 N 83RD ST,,5,1470,Ranch,Aluminum / Vinyl,1,1969,1514,1,3,1,1,7800,2016-08,141200
Residential,1160018000,9740 W TERESA LA,,5,440,Ranch,Aluminum / Vinyl,1,1963,1510,1,3,2,0,12064,2016-08,173000
Residential,1480104000,12001 W LYNX AV,,5,780,Ranch,Aluminum / Vinyl,1,1969,1496,1,3,1,1,11025,2016-08,174900
Residential,2170157000,4949 N 110TH ST,,5,1040,Ranch,Brick,1,1959,1356,1,3,1,1,7200,2016-08,127000
Residential,2530961000,4130 N 85TH ST,,5,1460,Ranch,Brick,1,1956,1223,1,3,2,0,7614,2016-08,136000
Residential,2169972110,10534 W STARK ST,,5,1040,Ranch,Aluminum / Vinyl,1,1962,1209,1,3,1,1,5508,2016-08,104900
Residential,2630317000,3940 N 81ST ST,,5,2040,Ranch,Brick,1,1955,1205,1,3,1,0,8056,2016-08,123000
Residential,2530929000,4226 N 88TH ST,,5,1460,Ranch,Brick,1,1956,1172,1,3,1,1,10220,2016-08,134900
Residential,1840304000,5222 N 103RD ST,,5,1040,Ranch,Aluminum / Vinyl,1,1955,1132,1,3,1,1,10781,2016-08,114900
Residential,2520205000,8215 W LYNMAR TR,,5,1470,Ranch,Frame,1,1956,1120,1,3,1,1,7205,2016-08,109900
Residential,2631214000,3759 N 77TH ST,,5,2040,Ranch,Brick,1,1954,1100,1,2,1,1,6480,2016-08,120000
Residential,2920751000,8222 W BURLEIGH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1949,1064,1,3,1,0,6600,2016-08,95500
Residential,2611133000,3708 N 99TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1955,1050,1,3,1,1,5106,2016-08,142000
Residential,2170082000,10829 W CAMERON AV,,5,1040,Ranch,Brick,1,1959,1017,1,3,1,0,7232,2016-08,97000
Residential,2170016000,5042 N 108TH ST,,5,1040,Ranch,Aluminum / Vinyl,1,1959,1012,1,3,1,1,7200,2016-08,119000
Residential,2149989110,4968 N 90TH ST,,5,1400,Ranch,Block,1,1945,980,1,3,1,0,12180,2016-08,108000
Residential,3020530000,2843 N 85TH ST,,5,2080,Ranch,Frame,1,1951,980,1,2,1,1,6250,2016-08,132000
Residential,2230718000,4481 N 89TH ST,,5,1460,Ranch,Aluminum / Vinyl,1,1957,963,1,3,1,0,7392,2016-08,108000
Residential,2520088000,8112 W LYNMAR TR,,5,1470,Ranch,Aluminum / Vinyl,1,1955,948,1,3,1,0,7800,2016-08,97900
Residential,2170227000,10820 W HAMPTON AV,,5,1040,Ranch,Aluminum / Vinyl,1,1957,946,1,3,1,0,7380,2016-08,85000
Residential,3031207000,2764 N 84TH ST,,5,2080,Ranch,Frame,1,1948,916,1,2,1,0,4995,2016-08,115000
Residential,3211736000,2669 N BOOTH ST,,6,2810,Cottage,Aluminum / Vinyl,1.5,1890,1373,1,4,1,0,6000,2016-08,104122
Residential,3220061000,2663 N 2ND ST,,6,2920,Duplex O/S,Brick,2,1897,3486,2,6,4,0,6600,2016-08,21000
Residential,2822517000,3265 N PALMER ST,,6,2900,Duplex O/S,Frame,2,1915,2620,2,4,2,0,4480,2016-08,33000
Residential,3140835000,2822 N HOLTON ST,,6,2810,Duplex O/S,Aluminum / Vinyl,2,1910,2584,2,6,2,0,4200,2016-08,117000
Residential,2722339000,3839 N 11TH ST,,6,2860,Residence O/S,Aluminum / Vinyl,1.5,1895,1538,1,4,2,0,3750,2016-08,42000
Residential,2660398000,3739 N 54TH BL,,7,1830,Cape Cod,Stone,1,1941,1646,1,3,2,0,5040,2016-08,134900
Residential,2100191000,5125 N 57TH ST,,7,1140,Cape Cod,Aluminum / Vinyl,1,1938,850,1,3,1,0,6160,2016-08,24000
Residential,2880143000,3235 N 46TH ST,,7,1840,Dplx Bungalow,Brick,1.5,1931,2427,2,4,2,0,4800,2016-08,89900
Residential,2660450000,3773 N 52ND ST,,7,1830,Dplx Bungalow,Brick,1.5,1931,2027,2,3,2,0,4800,2016-08,113400
Residential,3070682000,3003 N 46TH ST,,7,2510,Milwaukee Bungalow,Brick,1,1924,2429,1,3,2,0,5586,2016-08,111935
Residential,2290646000,4742 N 40TH ST,,7,1440,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,1159,1,2,1,0,4200,2016-08,67000
Residential,2280181100,4753 N 48TH ST,,7,1150,Milwaukee Bungalow,Frame,1,1930,1140,1,3,1,0,6400,2016-08,49900
Residential,2660038000,5618 W MELVINA ST,,7,1830,Ranch,Stone,1,1947,2040,1,2,1,2,13320,2016-08,117000
Residential,2880781000,3373 N SHERMAN BL,,7,2500,Tudor,Stone,1,1930,2047,1,4,2,1,6630,2016-08,145000
Residential,4340341000,1128 S 26TH ST,,8,4050,Cottage,Aluminum / Vinyl,1,1899,1020,1,3,1,1,3500,2016-08,58000
Residential,4720331000,2104 S 36TH ST,,8,4000,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,1721,2,3,2,0,4500,2016-08,97000
Residential,4340306000,2317 W VIEAU PL,,8,4050,Duplex O/S,Aluminum / Vinyl,2,1891,2500,2,5,2,0,2900,2016-08,62500
Residential,4350314100,927 S 32ND ST,,8,4060,Duplex O/S,Frame,2,1884,2048,2,4,2,0,7590,2016-08,74400
Residential,4950145000,2358 S 30TH ST,,8,4000,Duplex O/S,Frame,1.5,1906,1752,2,4,2,0,3750,2016-08,112000
Residential,4710963000,2022 S 29TH ST,,8,4000,Duplex O/S,Aluminum / Vinyl,1.5,1913,1609,2,3,2,0,3540,2016-08,80100
Residential,4350007000,3214 W PIERCE ST,,8,4060,Duplex O/S,Brick,1.5,1917,1461,2,2,2,0,5805,2016-08,69000
Residential,4710971000,2013 S 29TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1916,1725,1,5,2,0,3750,2016-08,116000
Residential,4940154000,2601 S 28TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1920,1476,1,2,2,0,3750,2016-08,103000
Residential,4710372000,2147 S 34TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1923,1456,1,2,1,0,4400,2016-08,89000
Residential,1180175000,6972 N 79TH CT,,9,480,Bi-Level,Frame,1,1974,1403,1,3,2,0,8245,2016-08,91000
Residential,1430862000,6725 N 90TH ST,,9,480,Cape Cod,Aluminum / Vinyl,1.5,1999,1503,1,3,2,0,8280,2016-08,160000
Residential,400222000,10302 W RIVER RIDGE DR,,9,240,Colonial,Aluminum / Vinyl,2,2004,2375,1,4,2,1,20000,2016-08,238000
Residential,1040011000,7561 N 51ST BL,,9,360,Ranch,Frame,1,1958,1468,1,3,1,1,10500,2016-08,155000
Residential,1170133000,8820 W DALLAS ST,,9,480,Ranch,Frame,1,1967,1422,1,3,1,1,9000,2016-08,139900
Residential,1170228000,8725 W PETERSIK ST,,9,480,Ranch,Aluminum / Vinyl,1,1968,1422,1,3,1,1,8954,2016-08,120000
Residential,310475000,8899 N 70TH ST,,9,40,Ranch,Frame,1,1985,1372,1,3,2,0,7962,2016-08,144000
Residential,1399807111,6560 N 56TH ST,,9,560,Ranch,Aluminum / Vinyl,1,1968,1304,1,3,1,1,6075,2016-08,88500
Residential,1200066000,6110 W HUSTIS ST,,9,520,Ranch,Aluminum / Vinyl,1,1964,1257,1,3,1,1,7344,2016-08,114372
Residential,1170232000,8643 W PETERSIK ST,,9,480,Ranch,Aluminum / Vinyl,1,1968,1227,1,3,1,1,8954,2016-08,129900
Residential,1430175000,6538 N FRESNO ST,,9,480,Ranch,Brick,1,1957,1222,1,3,2,0,8230,2016-08,103000
Residential,730353000,8212 N 106TH ST,,9,240,Ranch,Aluminum / Vinyl,1,1972,1200,1,4,1,1,10150,2016-08,149000
Residential,840173000,7908 N LINK PL,,9,360,Ranch,Aluminum / Vinyl,1,1958,1161,1,3,1,1,10080,2016-08,102000
Residential,840238000,7672 N DELTA PL,,9,360,Ranch,Brick,1,1958,1153,1,3,1,1,11089,2016-08,126000
Residential,840252000,5319 W SPRING LA,,9,360,Ranch,Aluminum / Vinyl,1,1959,1117,1,3,1,1,12100,2016-08,121000
Residential,1180087000,6810 N 80TH ST,,9,480,Ranch,Aluminum / Vinyl,1,1971,1111,1,4,1,1,7296,2016-08,114000
Residential,1430222000,8808 W BRENTWOOD AV,,9,480,Ranch,Frame,1,1957,1067,1,3,2,0,7800,2016-08,125000
Residential,840194000,7619 N 51ST BL,,9,360,Ranch,Brick,1,1957,1060,1,2,1,0,12375,2016-08,125700
Residential,1430434000,6506 N 84TH ST,,9,480,Ranch,Brick,1,1957,1050,1,3,1,0,7200,2016-08,91000
Residential,1430680000,6501 N 80TH ST,,9,480,Ranch,Brick,1,1957,1046,1,3,1,1,7200,2016-08,125000
Residential,840123000,7912 N HIGHVIEW DR,,9,360,Ranch,Brick,1,1957,1041,1,3,1,0,10000,2016-08,110500
Residential,1200021000,6111 W SPOKANE ST,,9,520,Ranch,Frame,1,1962,1006,1,3,1,1,7398,2016-08,100000
Residential,1200046000,6301 W HUSTIS ST,,9,520,Ranch,Aluminum / Vinyl,1,1963,1006,1,3,1,1,7344,2016-08,85000
Residential,1080304000,7526 N 87TH ST,,9,440,Townhouse,Aluminum / Vinyl,2,1968,2173,2,6,2,2,7140,2016-08,135100
Residential,2890562000,3239 N 58TH ST,,10,1850,Cape Cod,Brick,1,1940,1678,1,4,2,0,5200,2016-08,122000
Residential,3850422000,5418 W NOTRE DAME CT,,10,2600,Cape Cod,Stone,1.5,1939,1633,1,3,1,1,5308,2016-08,175350
Residential,3040336000,2960 N 70TH ST,,10,1980,Cape Cod,Masonry / Frame,1.5,1941,1505,1,3,2,1,5400,2016-08,210500
Residential,2890746000,3118 N 54TH ST,,10,1850,Cape Cod,Brick,1.5,1937,1318,1,3,1,1,4524,2016-08,118000
Residential,4060639000,7114 W STEVENSON ST,,10,2720,Cape Cod,Brick,1,1951,1133,1,3,1,0,6600,2016-08,148000
Residential,4201052000,203 S 61ST ST,,10,2710,Cape Cod,Aluminum / Vinyl,1,1947,1090,1,3,2,0,5796,2016-08,135000
Residential,3850110000,5724 W VALLEY FORGE DR,,10,2660,Cape Cod,Aluminum / Vinyl,1,1937,1083,1,3,1,0,7100,2016-08,148500
Residential,3040103000,3029 N 72ND ST,,10,2080,Cape Cod,Aluminum / Vinyl,1,1948,1020,1,3,1,0,5320,2016-08,119900
Residential,2640152000,3943 N 70TH ST,,10,1940,Cape Cod,Aluminum / Vinyl,1,1953,993,1,3,1,0,4920,2016-08,96600
Residential,3850138200,826 N 59TH ST,,10,2660,Colonial,Brick,2,1938,1681,1,3,1,1,5125,2016-08,155000
Residential,3460603000,1829 N 54TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1922,3185,2,4,2,0,4120,2016-08,235000
Residential,3060441000,3023 N 53RD ST,,10,1860,Dplx Bungalow,Masonry / Frame,2,1928,2664,2,6,4,0,4640,2016-08,113000
Residential,3460709000,1725 N 56TH ST,,10,2540,Dplx Bungalow,Brick,1.5,1926,2624,2,3,2,0,6000,2016-08,232500
Residential,3470063000,2012 N 49TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1913,2564,2,4,2,0,4800,2016-08,121000
Residential,3461641000,2155 N 52ND ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1920,2435,2,4,2,0,4600,2016-08,137000
Residential,3461908000,1412 N 54TH ST,,10,2600,Dplx Bungalow,Aluminum / Vinyl,2,1922,2303,2,4,2,0,4800,2016-08,130000
Residential,3461107000,2015 N 57TH ST,,10,2540,Dplx Bungalow,Frame,2,1923,2192,2,4,2,0,4760,2016-08,167000
Residential,3461865000,5450 W CHERRY ST,,10,2600,Dplx Bungalow,Frame,1.5,1914,1838,2,2,2,0,5160,2016-08,85000
Residential,4050350000,403 N 66TH ST,,10,2700,Duplex N/S,Masonry / Frame,2,1948,2647,2,5,2,0,6900,2016-08,245000
Residential,4020728000,411 N 39TH ST,,10,2180,Duplex O/S,Aluminum / Vinyl,1.5,1894,2197,2,4,2,0,4260,2016-08,75000
Residential,4060744000,213 N 75TH ST,,10,2720,Duplex O/S,Brick,2,1928,1840,2,4,2,0,3600,2016-08,154900
Residential,4040645000,212 N 60TH ST,,10,2700,Duplex O/S,Aluminum / Vinyl,2,1914,1816,2,4,2,0,4000,2016-08,131000
Residential,4050173000,309 N 60TH ST,,10,2700,Duplex O/S,Aluminum / Vinyl,2,1910,1622,2,4,2,0,6650,2016-08,95000
Residential,4200327000,509 S 66TH ST,,10,2710,Duplex O/S,Frame,1.5,1925,1199,2,4,2,0,3720,2016-08,108000
Residential,3051024000,6413 W GIRARD AV,,10,1870,Milwaukee Bungalow,Frame,1,1926,1461,1,4,2,0,3600,2016-08,95000
Residential,3850767000,4808 W WISCONSIN AV,,10,2660,Milwaukee Bungalow,Stucco,1,1921,1450,1,3,2,0,6500,2016-08,232000
Residential,3680457000,5614 W MARTIN DR,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1444,1,3,2,0,4070,2016-08,132500
Residential,4020762000,239 N 39TH ST,,10,2180,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1382,1,3,3,0,4690,2016-08,94500
Residential,4040210000,540 N 54TH ST,,10,2660,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,1332,1,3,1,0,4142,2016-08,118000
Residential,4050209000,6133 W PARK HILL AV,,10,2700,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1924,1330,1,3,2,0,6000,2016-08,129500
Residential,3670678000,1437 N 50TH PL,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1923,1144,1,2,1,0,3520,2016-08,121500
Residential,2890611000,5512 W BROOKLYN PL,,10,1850,Ranch,Stone,1,1939,1154,1,2,1,0,4800,2016-08,68000
Residential,4080012000,310 N 90TH ST,,10,2760,Ranch,Aluminum / Vinyl,1,1953,1025,1,2,1,0,6674,2016-08,138000
Residential,3470056000,1914 N 49TH ST,,10,2540,Residence O/S,Aluminum / Vinyl,1.5,1914,1913,1,3,1,1,4560,2016-08,189900
Residential,4161005100,9453 W ADLER ST,,10,2710,Residence O/S,Brick,1.5,1930,1860,1,3,1,1,4080,2016-08,135500
Residential,3680636000,1364 N 60TH ST,,10,2600,Residence O/S,Frame,1,1900,1327,1,3,2,0,8400,2016-08,144000
Residential,4190561000,413 S 73RD ST,,10,2710,Residence O/S,Aluminum / Vinyl,1,1923,1182,1,4,1,0,5490,2016-08,98000
Residential,3461259000,1745 N 55TH ST,,10,2540,Residence O/S,Aluminum / Vinyl,1,1923,1168,1,3,2,0,4800,2016-08,155000
Residential,4210254000,649 S OAK PARK CT,,10,2710,Residence O/S,Aluminum / Vinyl,1,1926,1010,1,3,1,0,5890,2016-08,125900
Residential,4210430100,301 S 59TH ST,,10,2710,Residence O/S,Aluminum / Vinyl,1,1925,1003,1,2,1,0,7620,2016-08,89900
Residential,4200326000,505 S 66TH ST,,10,2710,Residence O/S,Aluminum / Vinyl,1,1924,960,1,2,1,0,3720,2016-08,118000
Residential,2890630000,5630 W PHILIP PL,,10,1850,Townhouse,Aluminum / Vinyl,2,1942,2076,2,4,2,0,5410,2016-08,116000
Residential,4020336000,314 N 40TH ST,,10,2180,Triplex,Frame,2,1940,2393,3,6,3,0,3600,2016-08,60000
Residential,3069987000,3060 N 57TH ST,,10,1860,Tudor,Brick,2,1937,1494,1,3,1,1,4446,2016-08,106000
Residential,5600262000,3643 S 87TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1.5,2004,2462,1,4,3,0,8040,2016-08,260000
Residential,5330216000,3203 W OKLAHOMA AV,,11,4400,Cape Cod,Stone,1,1949,1852,1,4,2,1,5880,2016-08,195000
Residential,5599955211,8030 W HOWARD AV,,11,4340,Cape Cod,Frame,1,1953,1644,1,4,2,0,14840,2016-08,225000
Residential,5580625000,7330 W WEDGEWOOD DR,,11,4330,Cape Cod,Aluminum / Vinyl,1,1960,1638,1,4,2,0,7260,2016-08,196500
Residential,5140068000,2749 S 63RD ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1954,1433,1,4,2,0,6300,2016-08,164000
Residential,5611672000,3635 S 96TH ST,,11,4340,Cape Cod,Aluminum / Vinyl,1,1952,1425,1,3,2,0,9600,2016-08,187000
Residential,4920233000,4602 W SUMAC PL,,11,4260,Cape Cod,Stone,1,1949,1368,1,3,1,0,5112,2016-08,134900
Residential,5320353000,3152 S 38TH ST,,11,4410,Cape Cod,Brick,1,1952,1339,1,3,2,0,6900,2016-08,151925
Residential,4901205000,2611 S 65TH ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1954,1291,1,3,1,0,5150,2016-08,142000
Residential,5600303000,3658 S 90TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1,1937,1280,1,3,2,0,7980,2016-08,130800
Residential,5120916000,2870 S 47TH ST,,11,4320,Cape Cod,Stone,1,1941,1265,1,2,1,0,5000,2016-08,121000
Residential,4920248000,4731 W SUMAC PL,,11,4260,Cape Cod,Aluminum / Vinyl,1,1950,1196,1,3,2,0,4840,2016-08,146500
Residential,4920102000,4534 W SUMAC PL,,11,4260,Cape Cod,Aluminum / Vinyl,1,1949,1188,1,3,1,0,6450,2016-08,108500
Residential,5290631000,3376 S 67TH ST,,11,4380,Cape Cod,Aluminum / Vinyl,1,1955,1173,1,4,1,1,8576,2016-08,128000
Residential,5330413000,3147 S 34TH ST,,11,4400,Cape Cod,Aluminum / Vinyl,1,1939,1164,1,3,1,0,4800,2016-08,132000
Residential,5149946000,2901 S 67TH ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1955,1134,1,4,1,0,6642,2016-08,139900
Residential,5100140000,3430 W DAKOTA ST,,11,4000,Cape Cod,Aluminum / Vinyl,1,1946,1132,1,4,1,0,5625,2016-08,103000
Residential,5301012000,3135 S 57TH ST,,11,4420,Cape Cod,Brick,1,1948,1076,1,3,2,0,4800,2016-08,130000
Residential,4920107000,4502 W SUMAC PL,,11,4260,Cape Cod,Aluminum / Vinyl,1,1949,1044,1,3,1,0,5940,2016-08,141000
Residential,4909869000,6708 W HARRISON AV,,11,4240,Cape Cod,Aluminum / Vinyl,1,1952,1017,1,3,1,0,5080,2016-08,127000
Residential,5301207000,5328 W MORGAN AV,,11,4420,Cape Cod,Aluminum / Vinyl,1,1953,1008,1,3,1,0,5400,2016-08,100000
Residential,4891012000,2628 S 70TH ST,,11,4240,Cape Cod,Brick,1,1951,924,1,2,1,0,4900,2016-08,119400
Residential,5130512000,2775 S 53RD ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1949,912,1,2,1,0,7440,2016-08,153500
